17-10-2023 12:08,0,1,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[11:55AM             ] SIZE[B                   ] GRADE[A/9365              ] ,C,0.1647,,Mn,0.6218,,Si,0.1696,,S,0.0281,,P,0.0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2023 12:08,0,AV,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[11:55AM             ] SIZE[B                   ] GRADE[A/9365              ] ,C,0.1647,,Mn,0.6218,,Si,0.1696,,S,0.0281,,P,0.0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2023 12:08,0,R,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[11:55AM             ] SIZE[B                   ] GRADE[A/9365              ] ,C,0,,Mn,0,,Si,0,,S,0,,P,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2023 12:08,0,CV,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[11:55AM             ] SIZE[B                   ] GRADE[A/9365              ] ,C,0,,Mn,0,,Si,0,,S,0,,P,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2023 12:08,0,SD,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[11:55AM             ] SIZE[B                   ] GRADE[A/9365              ] ,C,0,,Mn,0,,Si,0,,S,0,,P,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2023 12:18,0,1,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[12.18PM             ] SIZE[B                   ] GRADE[H/9362              ] ,C,0.289,,Mn,0.6178,,Si,0.2734,,S,0.0266,,P,0.0908,,Al,0.0082,,Cr,0.0168,,Cu,0.0148,,Ni,0.0093,,Mo,0.0235,,Ti,0,<,Nb,0,<,Pb,0.0063,,Sn,0.0111,,B,0.0016,,Sb,0.0303,,V,0.0059,,Co,0,<,N,0.01355,,Fe,98.561
17-10-2023 12:19,0,2,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[12.18PM             ] SIZE[B                   ] GRADE[H/9362              ] ,C,0.2863,,Mn,0.6056,,Si,0.2707,,S,0.0265,,P,0.0885,,Al,0.0082,,Cr,0.0164,,Cu,0.0146,,Ni,0.0095,,Mo,0.0221,,Ti,0,<,Nb,0,<,Pb,0.0053,,Sn,0.0114,,B,0.0017,,Sb,0.0307,,V,0.0057,,Co,0,<,N,0.01397,,Fe,98.583
17-10-2023 12:20,0,3,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[12.18PM             ] SIZE[B                   ] GRADE[H/9362              ] ,C,0.2879,,Mn,0.6059,,Si,0.274,,S,0.0281,,P,0.0907,,Al,0.0084,,Cr,0.0163,,Cu,0.0139,,Ni,0.0087,,Mo,0.0217,,Ti,0,<,Nb,0,<,Pb,0.0065,,Sn,0.0108,,B,0.0016,,Sb,0.0316,,V,0.006,,Co,0,<,N,0.01317,,Fe,98.575
17-10-2023 12:20,0,AV,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[12.18PM             ] SIZE[B                   ] GRADE[H/9362              ] ,C,0.2877,,Mn,0.6098,,Si,0.2727,,S,0.0271,,P,0.09,,Al,0.0083,,Cr,0.0165,,Cu,0.0144,,Ni,0.0092,,Mo,0.0224,,Ti,0,<,Nb,0,<,Pb,0.006,,Sn,0.0111,,B,0.0016,,Sb,0.0309,,V,0.0059,,Co,0,<,N,0.01356,,Fe,98.573
17-10-2023 12:20,0,R,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[12.18PM             ] SIZE[B                   ] GRADE[H/9362              ] ,C,0.00277,,Mn,0.01215,,Si,0.00329,,S,0.00155,,P,0.00223,,Al,0.00028,,Cr,0.00051,,Cu,0.00092,,Ni,0.00079,,Mo,0.00181,,Ti,0,,Nb,0,,Pb,0.00122,,Sn,0.00058,,B,0.00002,,Sb,0.00131,,V,0.00026,,Co,0,,N,0.0008,,Fe,0.02189
