25-08-2023 20:58,0,1,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.0957,,Mn,0.6657,,Si,0.23,,S,0.0242,,P,0.0808,,Al,1.6561,,Cr,0.0072,,Cu,0.0175,,Ni,0.0061,,Mo,0.0219,,Ti,0,<,Nb,0.0029,,Pb,0.0073,,Sn,0.0156,,B,0.0015,,Sb,0.0346,,V,0.0048,,Co,0,<,N,0.00328,,Fe,97.125
25-08-2023 21:00,0,2,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.1452,,Mn,0.6815,,Si,0.2229,,S,0.0286,,P,0.0943,,Al,0.4427,,Cr,0.0074,,Cu,0.0188,,Ni,0.0075,,Mo,0.0225,,Ti,0,<,Nb,0.0022,,Pb,0.0057,,Sn,0.0123,,B,0.0015,,Sb,0.0336,,V,0.0042,,Co,0.0011,,N,0.00329,,Fe,98.264
25-08-2023 21:00,0,AV,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.1205,,Mn,0.6736,,Si,0.2265,,S,0.0264,,P,0.0876,,Al,1.0494,R,Cr,0.0073,,Cu,0.0181,,Ni,0.0068,,Mo,0.0222,,Ti,0,<,Nb,0.0026,,Pb,0.0065,,Sn,0.0139,,B,0.0015,,Sb,0.0341,,V,0.0045,,Co,0.0005,R,N,0.00328,,Fe,97.695
25-08-2023 21:00,0,R,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.04955,,Mn,0.01587,,Si,0.00704,,S,0.00437,,P,0.01349,,Al,1.2134,,Cr,0.00026,,Cu,0.0013,,Ni,0.00143,,Mo,0.00068,,Ti,0,,Nb,0.00076,,Pb,0.0016,,Sn,0.00325,,B,0.00005,,Sb,0.00099,,V,0.00062,,Co,0.00107,,N,0,,Fe,1.1396
25-08-2023 21:00,0,CV,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,29.085,,Mn,1.6662,,Si,2.1992,,S,11.697,,P,10.896,,Al,81.764,,Cr,2.4704,,Cu,5.069,,Ni,14.865,,Mo,2.1558,,Ti,0,,Nb,21.007,,Pb,17.281,,Sn,16.506,,B,2.4058,,Sb,2.0574,,V,9.6245,,Co,141.42,,N,0.10585,,Fe,0.82483
25-08-2023 21:00,0,SD,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.03504,,Mn,0.01122,,Si,0.00498,,S,0.00309,,P,0.00954,,Al,0.85801,,Cr,0.00018,,Cu,0.00092,,Ni,0.00101,,Mo,0.00048,,Ti,0,,Nb,0.00054,,Pb,0.00113,,Sn,0.0023,,B,0.00004,,Sb,0.0007,,V,0.00044,,Co,0.00075,,N,0,,Fe,0.80582
25-08-2023 21:00,0,1,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.1452,,Mn,0.6815,,Si,0.2229,,S,0.0286,,P,0.0943,,Al,0.4427,,Cr,0.0074,,Cu,0.0188,,Ni,0.0075,,Mo,0.0225,,Ti,0,<,Nb,0.0022,,Pb,0.0057,,Sn,0.0123,,B,0.0015,,Sb,0.0336,,V,0.0042,,Co,0.0011,,N,0.00329,,Fe,98.264
25-08-2023 21:51,0,2,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.2435,,Mn,0,<,Si,0.0561,,S,0.0214,,P,0.0876,,Al,0.2799,,Cr,0.0081,,Cu,0.0058,,Ni,0.0048,,Mo,0.0027,,Ti,0,<,Nb,0.0036,,Pb,0.0066,,Sn,0.0104,,B,0.0011,,Sb,0.0321,,V,0.0125,,Co,0,<,N,0.00259,,Fe,99.221
25-08-2023 21:51,0,AV,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.1944,,Mn,0.3408,R,Si,0.1395,R,S,0.025,,P,0.0909,,Al,0.3613,,Cr,0.0078,,Cu,0.0123,R,Ni,0.0062,,Mo,0.0126,R,Ti,0,<,Nb,0.0029,,Pb,0.0062,,Sn,0.0114,,B,0.0013,,Sb,0.0329,,V,0.0083,,Co,0.0005,R,N,0.00294,,Fe,98.743
25-08-2023 21:51,0,R,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,SHYAM SEL_SMS,BATCH NO./LOT NO.[E-7593              ] SIZE[B                   ] GRADE[02:40AM             ] ,C,0.09826,,Mn,0.68155,,Si,0.16684,,S,0.00717,,P,0.00675,,Al,0.16274,,Cr,0.00061,,Cu,0.01292,,Ni,0.00272,,Mo,0.01987,,Ti,0,,Nb,0.0014,,Pb,0.00085,,Sn,0.00187,,B,0.00038,,Sb,0.00155,,V,0.00825,,Co,0.00107,,N,0.0007,,Fe,0.95676
